Utility ID,Utility Name,Plant Code,Plant Name,State,County,Generator ID,Technology,Prime Mover,Unit Code,Ownership,Duct Burners,Can Bypass Heat Recovery Steam Generator?,RTO/ISO LMP Node Designation,RTO/ISO Location Designation for Reporting Wholesale Sales Data to FERC,Nameplate Capacity (MW),Nameplate Power Factor,Summer Capacity (MW),Winter Capacity (MW),Minimum Load (MW),Uprate or Derate Completed During Year,Month Uprate or Derate Completed,Year Uprate or Derate Completed,Status,Synchronized to Transmission Grid,Operating Month,Operating Year,Retirement Month,Retirement Year,Associated with Combined Heat and Power System,Sector Name,Sector,Topping or Bottoming,Energy Source 1,Energy Source 2,Energy Source 3,Energy Source 4,Energy Source 5,Energy Source 6,Startup Source 1,Startup Source 2,Startup Source 3,Startup Source 4,Solid Fuel Gasification System?,Carbon Capture Technology?,Turbines or Hydrokinetic Buoys,Time from Cold Shutdown to Full Load,Fluidized Bed Technology?,Pulverized Coal Technology?,Stoker Technology?,Other Combustion Technology?,Subcritical Technology?,Supercritical Technology?,Ultrasupercritical Technology?,Multiple Fuels?,Cofire Fuels?,Switch Between Oil and Natural Gas?
17609,Southern California Edison Co,57234,Solar Photovoltaic Project #20,CA,San Bernardino,S020C,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57234,Solar Photovoltaic Project #20,CA,San Bernardino,S020D,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57234,Solar Photovoltaic Project #20,CA,San Bernardino,S020E,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57234,Solar Photovoltaic Project #20,CA,San Bernardino,S020F,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57234,Solar Photovoltaic Project #20,CA,San Bernardino,S020G,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57235,Solar Photovoltaic Project #21,CA,San Bernardino,S021A,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57235,Solar Photovoltaic Project #21,CA,San Bernardino,S021B,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57235,Solar Photovoltaic Project #21,CA,San Bernardino,S021C,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57235,Solar Photovoltaic Project #21,CA,San Bernardino,S021D,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57235,Solar Photovoltaic Project #21,CA,San Bernardino,S021E,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57236,Solar Photovoltaic Project #23,CA,San Bernardino,S023F,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57246,Solar Photovoltaic Project #27,CA,San Bernardino,S027E,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57246,Solar Photovoltaic Project #27,CA,San Bernardino,S027F,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57247,Solar Photovoltaic Project #28,CA,San Bernardino,S028H,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
59397,NRG Solar Alpine,57295,Alpine Solar,CA,Los Angeles,2,Solar Photovoltaic,PV,,S,X,X,,,66.0, ,66.0,66.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,, ,,,,,,,,,,,
11208,Los Angeles Department of Water & Power,57304,Southern Owens Valley Solar Ranch,CA,Inyo,1,Solar Photovoltaic,PV,,S,X,X,,,200.0, ,200.0,200.0, ,N, , ,IP,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,N,,
11208,Los Angeles Department of Water & Power,57307,Van Norman Bypass Solar Project,CA,Los Angeles,1,Solar Photovoltaic,PV,,S,X,X,,,2.0, ,2.0,2.0, ,N, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
11208,Los Angeles Department of Water & Power,57312,LATTC South Campus Solar,CA,Los Angeles,1,Solar Photovoltaic,PV,,S,X,X,,,1.1, ,1.1,1.1, ,, , ,CN,X, , , , ,N,IPP Non-CHP,2,X,SUN,,,,,,,,,,,, ,,,,,,,,,,,
56794,CE Obsidian Energy LLC,57477,Black Rock I,CA,Imperial,G3201,Geothermal,ST,,S,X,X,,,70.0, ,60.0,65.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,GEO,,,,,,,,,,N,, ,,,,,,,,,N,,
56794,CE Obsidian Energy LLC,57478,Black Rock II,CA,Imperial,G3202,Geothermal,ST,,S,X,X,,,70.0, ,60.0,65.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,GEO,,,,,,,,,,N,, ,,,,,,,,,N,,N
56794,CE Obsidian Energy LLC,57479,Black Rock III,CA,Imperial,G303,Geothermal,ST,,S,X,X,,,70.0, ,60.0,65.0, ,, , ,IP,X, , , , ,N,IPP Non-CHP,2,X,GEO,,,,,,,,,,N,, ,,,,,,,,,N,N,N
14328,Pacific Gas & Electric Co.,57521,Giffen,CA,Fresno,2,Solar Photovoltaic,PV,,S,X,X,,,10.0, ,10.0,10.0, ,, , ,IP,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25A,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25B,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25C,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25D,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25E,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25F,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25G,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25H,Solar Photovoltaic,PV,S25,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57528,Solar Photovoltaic Project #25,CA,San Bernardino,S25I,Solar Photovoltaic,PV,S25,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57532,Solar Photovoltaic Project #30,CA,San Bernardino,S30A,Solar Photovoltaic,PV,S30,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57532,Solar Photovoltaic Project #30,CA,San Bernardino,S30B,Solar Photovoltaic,PV,S30,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57532,Solar Photovoltaic Project #30,CA,San Bernardino,S30C,Solar Photovoltaic,PV,S30,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57533,Solar Photovoltaic Project #31,CA,San Bernardino,S31A,Solar Photovoltaic,PV,S31,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57533,Solar Photovoltaic Project #31,CA,San Bernardino,S31B,Solar Photovoltaic,PV,S31,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,35H,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,35I,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,35J,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,35K,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,35L,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,35M,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,35N,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,S35A,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,S35B,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,S35C,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,S35D,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,S35E,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,S35F,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57537,SPVP #35,CA,Kern,S35G,Solar Photovoltaic,PV,S35,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40A,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40B,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40C,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40D,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40E,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40F,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40G,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40H,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40I,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40J,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40K,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40L,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40M,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40N,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40O,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40P,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40Q,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40R,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40S,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57538,Solar Photovoltaic Project #40,CA,San Bernardino,S40T,Solar Photovoltaic,PV,S40,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41A,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41B,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41C,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41D,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41E,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41F,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41G,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41H,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41I,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41J,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41K,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41L,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41M,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41N,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41O,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41P,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41Q,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41R,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41S,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57539,Solar Photovoltaic Project #41,CA,San Bernardino,S41T,Solar Photovoltaic,PV,S41,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57541,Solar Photovoltaic Project #45,CA,Riverside,S45A,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57541,Solar Photovoltaic Project #45,CA,Riverside,S45B,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57541,Solar Photovoltaic Project #45,CA,Riverside,S45C,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57541,Solar Photovoltaic Project #45,CA,Riverside,S45D,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57541,Solar Photovoltaic Project #45,CA,Riverside,S45E,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
17609,Southern California Edison Co,57541,Solar Photovoltaic Project #45,CA,Riverside,S45F,Solar Photovoltaic,PV,,S,X,X,,,0.5, ,0.5,0.5, ,, , ,CN,X, , , , ,N,Electric Utility,1,X,SUN,,,,,,,,,,N,, ,,,,,,,,,,,
