Specific ID,Plant Id,"Combined Heat And
Power Plant",Nuclear Unit Id,Plant Name,Operator Name,Operator Id,Plant State,Census Region,NERC Region,Reserved,NAICS Code,EIA Sector Number,Sector Name,"Reported
Prime Mover","Reported
Fuel Type Code",AER Fuel Type Code,Reserved,Reserved,"Physical
Unit Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December",Total Fuel Consumption Quantity,Electric Fuel Consumption Quantity,Total Fuel Consumption MMBtu,Elec Fuel Consumption MMBtu,Net Generation (Megawatthours),YEAR
3947,7080,N,,St George Red Rock,City of St George,17874,UT,MTN,WECC,,22,1,Electric Utility,IC,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,5,8,8,44,44,5,2017
3948,7080,N,,St George Red Rock,City of St George,17874,UT,MTN,WECC,,22,1,Electric Utility,IC,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
3954,7111,N,,Heber City,Heber Light & Power Company,8366,UT,MTN,WECC,,22,1,Electric Utility,IC,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
3955,7111,N,,Heber City,Heber Light & Power Company,8366,UT,MTN,WECC,,22,1,Electric Utility,IC,NG,NG,,,mcf,13274,7318,6023,5886,6480,9220,13102,15423,9081,5180,6100,10135,13274,7318,6023,5886,6480,9220,13102,15423,9081,5180,6100,10135,1,1,1,1,1,1,1,1,1,1,1,1,13805,7611,6264,6121,6739,9589,13626,16040,9444,5387,6344,10540,13805,7611,6264,6121,6739,9589,13626,16040,9444,5387,6344,10540,1345,742,610,597,657,934,1328,1563,920,525,618,1027,107222,107222,111510,111510,10867,2017
3970,7132,N,,Pine View Dam,City of Bountiful,2010,UT,MTN,WECC,,22,1,Electric Utility,HY,WAT,HYC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6218,5378,7169,6991,7069,7423,7946,7129,5648,5440,5940,5997,6218,5378,7169,6991,7069,7423,7946,7129,5648,5440,5940,5997,675,584,778,759,767,806,863,774,613,590,645,651,0,0,78348,78348,8504,2017
4141,7408,N,,Payson,Payson City Corporation,14600,UT,MTN,WECC,,22,1,Electric Utility,IC,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,4,23,23,0,2017
4142,7408,N,,Payson,Payson City Corporation,14600,UT,MTN,WECC,,22,1,Electric Utility,IC,NG,NG,,,mcf,55,31,26,25,28,39,56,66,39,22,26,43,55,31,26,25,28,39,56,66,39,22,26,43,1,1,1,1,1,1,1,1,1,1,1,1,44,25,21,20,22,31,45,53,31,18,21,34,44,25,21,20,22,31,45,53,31,18,21,34,1,0,0,0,0,0,1,1,0,0,0,0,456,456,365,365,5,2017
4228,7548,N,,Causey,Weber Basin Water Conserv Dist,20255,UT,MTN,WECC,,22,1,Electric Utility,HY,WAT,HYC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5423,4690,6251,6096,6165,6473,6930,6217,4925,4744,5180,5230,5423,4690,6251,6096,6165,6473,6930,6217,4925,4744,5180,5230,589,509,679,662,669,703,752,675,535,515,562,568,0,0,68324,68324,7416,2017
4296,7767,N,,Bloomington Power Plant,City of St George,17874,UT,MTN,WECC,,22,1,Electric Utility,IC,DFO,DFO,,,barrels,4,2,3,4,4,2,2,2,2,2,2,2,4,2,3,4,4,2,2,2,2,2,2,2,6,6,6,6,6,6,6,6,6,6,6,6,22,11,17,22,22,11,11,11,11,11,11,11,22,11,17,22,22,11,11,11,11,11,11,11,2,1,2,3,3,1,1,1,1,2,1,2,31,31,171,171,20,2017
4315,7790,N,,Bonanza,Deseret Generation & Tran Coop,40230,UT,MTN,WECC,,22,1,Electric Utility,ST,BIT,COL,,,short tons,139052,120279,135812,133923,115616,152746,175917,171418,159425,164473,165462,164537,139052,120279,135812,133923,115616,152746,175917,171418,159425,164473,165462,164537,18,18,18,19,19,19,19,19,19,18,18,19,2489031,2152994,2458197,2490968,2219827,2886899,3307240,3205517,2965305,3009856,3011408,3060388,2489031,2152994,2458197,2490968,2219827,2886899,3307240,3205517,2965305,3009856,3011408,3060388,283437,237501,276044,245261,218288,288461,326384,316587,293976,301753,302364,305305,1798660,1798660,33257630,33257630,3395362,2017
4316,7790,N,,Bonanza,Deseret Generation & Tran Coop,40230,UT,MTN,WECC,,22,1,Electric Utility,ST,DFO,DFO,,,barrels,2405,820,698,716,1676,52,105,314,401,349,175,1028,2405,820,698,716,1676,52,105,314,401,349,175,1028,6,6,6,6,6,6,6,6,6,6,6,6,13733,4682,3986,4088,9570,297,600,1793,2290,1993,999,5870,13733,4682,3986,4088,9570,297,600,1793,2290,1993,999,5870,1564,517,448,403,941,30,59,177,227,200,100,586,8739,8739,49901,49901,5250,2017
4543,8010,N,,Murray Turbine,City of Murray - (UT),13137,UT,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,,,mcf,2107,1162,956,935,1029,1464,2080,2449,1442,822,969,1609,2107,1162,956,935,1029,1464,2080,2449,1442,822,969,1609,1,1,1,1,1,1,1,1,1,1,1,1,2212,1220,1004,982,1080,1537,2184,2571,1514,863,1017,1689,2212,1220,1004,982,1080,1537,2184,2571,1514,863,1017,1689,176,97,80,78,86,123,174,205,121,69,81,135,17024,17024,17873,17873,1425,2017
4597,8069,N,,Huntington,PacifiCorp,14354,UT,MTN,WECC,,22,1,Electric Utility,ST,BIT,COL,,,short tons,252903,175742,134214,164892,179484,182983,251055,216570,212283,226309,224141,250920,252903,175742,134214,164892,179484,182983,251055,216570,212283,226309,224141,250920,22,22,23,23,23,23,23,23,23,23,23,23,5678684,3941014,3034444,3788723,4102286,4203485,5660537,4975912,4775731,5164824,5045862,5740297,5678684,3941014,3034444,3788723,4102286,4203485,5660537,4975912,4775731,5164824,5045862,5740297,561028,384476,280775,352029,391834,397846,562574,475069,459497,494546,482141,554425,2471496,2471496,56111799,56111799,5396241,2017
4598,8069,N,,Huntington,PacifiCorp,14354,UT,MTN,WECC,,22,1,Electric Utility,ST,DFO,DFO,,,barrels,307,463,1285,702,414,220,158,865,723,320,790,77,307,463,1285,702,414,220,158,865,723,320,790,77,6,6,6,6,6,6,6,6,6,6,6,6,1805,2722,7556,4128,2434,1294,929,5086,4251,1882,4645,453,1805,2722,7556,4128,2434,1294,929,5086,4251,1882,4645,453,178,266,699,384,233,122,92,486,409,180,444,44,6324,6324,37185,37185,3536,2017
4905,10215,Y,,Snowbird Power Plant,Snowbird Corporation,20712,UT,MTN,WECC,,721,5,Commercial NAICS Cogen,IC,NG,NG,,,mcf,21,12,10,10,11,15,22,25,15,9,10,17,13,8,6,6,7,10,13,15,9,5,6,10,1,1,1,1,1,1,1,1,1,1,1,1,22,13,10,10,11,16,23,26,16,9,10,18,14,8,6,6,7,10,14,16,9,5,6,10,2,1,1,1,1,1,2,2,1,1,1,1,177,108,184,111,13,2017
4906,10215,Y,,Snowbird Power Plant,Snowbird Corporation,20712,UT,MTN,WECC,,721,5,Commercial NAICS Cogen,IC,PG,WOO,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6483,50942,Y,,Lagoon Cogeneration Facility,Lagoon Corp,10657,UT,MTN,WECC,,713,5,Commercial NAICS Cogen,IC,DFO,DFO,,,barrels,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6484,50942,Y,,Lagoon Cogeneration Facility,Lagoon Corp,10657,UT,MTN,WECC,,713,5,Commercial NAICS Cogen,IC,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
6491,50951,N,,Sunnyside Cogen Associates,Sunnyside Cogeneration Assoc,21734,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,ST,DFO,DFO,,,barrels,0,0,301,868,0,0,275,559,0,319,0,0,0,0,301,868,0,0,275,559,0,319,0,0,0,0,6,6,0,0,6,6,0,6,0,0,0,0,1751,5049,0,0,1600,3252,0,1856,0,0,0,0,1751,5049,0,0,1600,3252,0,1856,0,0,0,0,131,415,0,0,124,272,0,160,0,0,2322,2322,13508,13508,1102,2017
6492,50951,N,,Sunnyside Cogen Associates,Sunnyside Cogeneration Assoc,21734,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,ST,WC,WOC,,,short tons,39401,34711,35650,15013,37063,35778,37909,35705,37783,27827,37887,37139,39401,34711,35650,15013,37063,35778,37909,35705,37783,27827,37887,37139,12,12,12,12,12,13,13,13,12,12,12,12,469266,427640,424592,186161,456616,454738,480686,449169,456041,330028,456538,462752,469266,427640,424592,186161,456616,454738,480686,449169,456041,330028,456538,462752,38083,34816,31708,15310,38954,37489,37313,37552,37290,28446,37557,38751,411866,411866,5054227,5054227,413269,2017
6601,52039,N,,Quail Creek Hydro Plant #1,Washington Cnty Wtr Consv Dist,31613,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,HY,WAT,HYC,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14280,13368,15284,12511,14354,1723,0,0,0,3529,13294,14639,14280,13368,15284,12511,14354,1723,0,0,0,3529,13294,14639,1550,1451,1659,1358,1558,187,0,0,0,383,1443,1589,0,0,102982,102982,11178,2017
7851,55302,Y,,Wasatch Energy Systems Energy Recovery,Wasatch Integrated Waste Management,29849,UT,MTN,WECC,,22,3,NAICS-22 Cogen,ST,DFO,DFO,,,barrels,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,.,.,0,0,0,0,0,2017
7852,55302,Y,,Wasatch Energy Systems Energy Recovery,Wasatch Integrated Waste Management,29849,UT,MTN,WECC,,22,3,NAICS-22 Cogen,ST,MSB,MLG,,,short tons,5788,4216,6058,5931,3938,0,.,.,.,.,.,.,0,0,10,202,238,0,.,.,.,.,.,.,9,9,9,9,9,0,.,.,.,.,.,.,49812,36283,52141,51042,33890,0,.,.,.,.,.,.,0,0,89,1735,2045,0,.,.,.,.,.,.,0,0,17,325,73,0,.,.,.,.,.,.,25931,450,223168,3869,415,2017
7853,55302,Y,,Wasatch Energy Systems Energy Recovery,Wasatch Integrated Waste Management,29849,UT,MTN,WECC,,22,3,NAICS-22 Cogen,ST,MSN,OTH,,,short tons,3256,2371,3408,3336,2215,0,.,.,.,.,.,.,0,0,6,113,134,0,.,.,.,.,.,.,15,15,15,15,15,0,.,.,.,.,.,.,47860,34858,50094,49043,32563,0,.,.,.,.,.,.,0,0,86,1667,1965,0,.,.,.,.,.,.,0,0,16,313,70,0,.,.,.,.,.,.,14586,253,214418,3718,399,2017
7854,55302,Y,,Wasatch Energy Systems Energy Recovery,Wasatch Integrated Waste Management,29849,UT,MTN,WECC,,22,3,NAICS-22 Cogen,ST,NG,NG,,,mcf,1073,726,630,704,3277,0,.,.,.,.,.,.,0,0,1,24,198,0,.,.,.,.,.,.,1,1,1,1,1,0,.,.,.,.,.,.,966,653,567,634,3441,0,.,.,.,.,.,.,0,0,1,22,208,0,.,.,.,.,.,.,0,0,0,4,7,0,.,.,.,.,.,.,6410,223,6261,231,12,2017
8130,55622,N,,West Valley Generation Project,Utah Municipal Power Agency,24431,UT,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,,,mcf,38787,103621,140034,106350,130486,152137,100439,208654,142643,147083,64588,47944,38787,103621,140034,106350,130486,152137,100439,208654,142643,147083,64588,47944,1,1,1,1,1,1,1,1,1,1,1,1,39563,105693,142835,108477,133096,155180,102448,212827,145496,150025,65880,48903,39563,105693,142835,108477,133096,155180,102448,212827,145496,150025,65880,48903,3226,8665,11640,9560,11874,13952,9803,18628,12169,12389,5499,4222,1382766,1382766,1410423,1410423,121627,2017
8417,56102,N,,Currant Creek,PacifiCorp,14354,UT,MTN,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41749,3347,13901,22168,23334,36154,57671,82674,53975,26758,24441,25040,0,0,0,0,411212,2017
8418,56102,N,,Currant Creek,PacifiCorp,14354,UT,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,964934,99951,341398,522261,558260,789698,1180462,1601038,1087199,647869,585817,603391,964934,99951,341398,522261,558260,789698,1180462,1601038,1087199,647869,585817,603391,1,1,1,1,1,1,1,1,1,1,1,1,1004496,104149,354371,541585,580032,817337,1225320,1658675,1129600,671840,607492,626923,1004496,104149,354371,541585,580032,817337,1225320,1658675,1129600,671840,607492,626923,87503,6208,28073,45496,47042,67678,104665,139187,96689,56764,51049,51676,8982278,8982278,9321820,9321820,782030,2017
8474,56163,Y,,Kennecott Power Plant,Kennecott Utah Copper,49805,UT,MTN,WECC,,331,7,Industrial NAICS Cogen,GT,NG,NG,,,mcf,66571,40794,39776,52493,43763,49643,50752,45067,53048,58831,13113,75080,12613,15319,6519,0,2773,11961,14385,9789,11636,14112,8186,13514,1,1,1,1,1,1,1,1,1,1,1,1,69900,42548,41486,54803,45645,52274,53188,46915,55223,56654,13624,78158,13244,15978,6799,0,2892,12595,15075,10190,12113,13590,8505,14068,3183,3840,1634,0,695,3027,3623,2449,2911,3266,2044,3381,588931,120807,610418,125049,30053,2017
8475,56163,Y,,Kennecott Power Plant,Kennecott Utah Copper,49805,UT,MTN,WECC,,331,7,Industrial NAICS Cogen,ST,BIT,COL,,,short tons,0,0,0,0,6191,19514,20090,21093,21781,17960,0,0,0,0,0,0,2519,8007,8425,8449,9591,7182,0,0,0,0,0,0,23,23,22,23,21,24,0,0,0,0,0,0,143074,448432,447605,490623,465242,423497,0,0,0,0,0,0,58224,184006,187700,196522,204860,169358,0,0,0,0,0,0,12690,38772,40134,42019,45711,37641,0,0,106629,44173,2418473,1000670,216968,2017
8476,56163,Y,,Kennecott Power Plant,Kennecott Utah Copper,49805,UT,MTN,WECC,,331,7,Industrial NAICS Cogen,ST,NG,NG,,,mcf,0,25172,70619,0,2786,3565,6119,7106,7301,9534,453255,138050,0,8597,25360,0,1134,1462,2566,2846,3215,3813,162090,49192,0,1,1,0,1,1,1,1,1,1,1,1,0,26254,73656,0,2906,3754,6413,7397,7600,9181,470932,143710,0,8967,26451,0,1183,1540,2689,2963,3347,3672,168411,51209,0,1917,5656,0,258,325,575,634,747,816,36010,11374,723507,260275,751803,270432,58311,2017
8477,56163,Y,,Kennecott Power Plant,Kennecott Utah Copper,49805,UT,MTN,WECC,,331,7,Industrial NAICS Cogen,ST,WH,OTH,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111026,128070,124182,109672,0,87745,156289,135422,122303,23714,30025,92314,111026,128070,124182,109672,0,87745,156289,135422,122303,23714,30025,92314,12051,13901,13479,11904,0,9524,16964,14699,13275,2574,3259,10020,0,0,1120762,1120762,121650,2017
8487,56177,N,,Nebo Power Station,Utah Associated Mun Power Sys,40575,UT,MTN,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,34094,10775,3530,173,14780,72686,114040,113214,22765,2522,276,28757,34094,10775,3530,173,14780,72686,114040,113214,22765,2522,276,28757,1,1,1,1,1,1,1,1,1,1,1,1,35458,11206,3671,180,15371,75593,118602,117743,23676,2623,287,29907,35458,11206,3671,180,15371,75593,118602,117743,23676,2623,287,29907,18024,8169,2017,1114,8049,20024,29283,28067,13787,5775,1087,14256,417612,417612,434317,434317,149652,2017
8488,56177,N,,Nebo Power Station,Utah Associated Mun Power Sys,40575,UT,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,332944,160129,36423,25147,146822,302712,399573,389590,254109,124406,24477,263452,332944,160129,36423,25147,146822,302712,399573,389590,254109,124406,24477,263452,1,1,1,1,1,1,1,1,1,1,1,1,346262,166534,37880,26153,152695,314820,415556,405174,264273,129382,25456,273990,346262,166534,37880,26153,152695,314820,415556,405174,264273,129382,25456,273990,26549,12433,2865,1887,11557,23457,32237,31052,20142,9528,1877,21352,2459784,2459784,2558175,2558175,194936,2017
8546,56237,N,,Lake Side Power Plant,PacifiCorp,14354,UT,MTN,WECC,,22,1,Electric Utility,CA,NG,NG,,,mcf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173930,107489,67990,61156,65840,104440,147777,171984,80761,36570,51656,121393,0,0,0,0,1190986,2017
8547,56237,N,,Lake Side Power Plant,PacifiCorp,14354,UT,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,,,mcf,3364100,2133510,1483103,1372229,1403995,2044952,2835046,3243862,1672688,865067,1151035,2644798,3364100,2133510,1483103,1372229,1403995,2044952,2835046,3243862,1672688,865067,1151035,2644798,1,1,1,1,1,1,1,1,1,1,1,1,3502028,2216717,1539461,1421629,1451731,2118570,2945613,3360641,1736250,895344,1191321,2750590,3502028,2216717,1539461,1421629,1451731,2118570,2945613,3360641,1736250,895344,1191321,2750590,311282,194861,128906,117813,121394,176477,251469,284373,145824,71722,101544,243910,24214385,24214385,25129895,25129895,2149575,2017
8565,56253,N,,Millcreek Power Generation,City of St George,17874,UT,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,,,mcf,119477,65865,54210,52977,58323,82988,117926,138820,81739,46622,54905,91219,119477,65865,54210,52977,58323,82988,117926,138820,81739,46622,54905,91219,1,1,1,1,1,1,1,1,1,1,1,1,119477,65865,54210,52977,58323,82988,117926,138820,81739,46622,54905,91219,119477,65865,54210,52977,58323,82988,117926,138820,81739,46622,54905,91219,11984,6606,5437,5314,5850,8324,11828,13924,8198,4676,5507,9149,965071,965071,965071,965071,96796,2017
8804,56509,Y,,Tesoro SLC Cogeneration Plant,Tesoro Refng Marketing Co Mntn Region,54911,UT,MTN,WECC,,32411,7,Industrial NAICS Cogen,GT,NG,NG,,,mcf,170084,157412,180193,179764,173733,145887,153401,152438,159974,165658,159630,183840,170084,95868,177460,179764,173733,145887,153401,152438,159974,160692,158543,183840,1,1,1,1,1,1,1,1,1,1,1,1,179098,164496,188482,188393,181377,153473,160918,158536,166533,172450,166813,192113,179098,100182,185623,188393,181377,153473,160918,158536,166533,167280,165677,192113,16407,8808,15994,16371,16375,14049,14787,14369,15353,14708,14276,17124,1982014,1911684,2072682,1999203,178622,2017
8805,56509,Y,,Tesoro SLC Cogeneration Plant,Tesoro Refng Marketing Co Mntn Region,54911,UT,MTN,WECC,,32411,7,Industrial NAICS Cogen,GT,OG,OOG,,,mcf,1287,87654,1711,6978,6558,1233,27653,27444,12502,28866,10526,22596,1287,53383,1685,6978,6558,1233,27653,27444,12502,28001,10454,22596,1,1,1,1,1,1,1,1,1,1,1,1,1241,88005,1733,5855,5076,1074,22869,25056,11427,26990,9273,20743,1241,53597,1707,5855,5076,1074,22869,25056,11427,26181,9210,20743,114,4713,147,509,458,98,2102,2271,1053,2302,794,1849,235008,199774,219342,184036,16409,2017
8850,56554,N,,Salt Lake Energy Systems,LES Project Holdings LLC,56355,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,IC,LFG,MLG,,,mcf,49210,53478,45832,89801,74244,42130,25057,21391,30279,35702,44540,43686,49210,53478,45832,89801,74244,42130,25057,21391,30279,35702,44540,43686,1,1,1,1,1,1,1,1,1,1,1,1,27558,29948,25666,50289,41577,23593,14032,11979,16956,19993,24942,24464,27558,29948,25666,50289,41577,23593,14032,11979,16956,19993,24942,24464,2257,2453,2102,4119,3405,1932,1149,981,1389,1638,2043,2004,555350,555350,310997,310997,25473,2017
9014,56751,N,,Spanish Fork Wind Park 2 LLC,NRG Energy Gas & Wind Holdings Inc,59883,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54989,53674,39469,28342,30525,38562,25466,25830,25519,25012,48227,32421,54989,53674,39469,28342,30525,38562,25466,25830,25519,25012,48227,32421,5969,5826,4284,3076,3313,4186,2764,2804,2770,2715,5235,3519,0,0,428036,428036,46460,2017
9111,56853,N,,Trans-Jordan Generating Station,"Energy Developments, Inc II",61236,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,IC,LFG,MLG,,,mcf,72226,78488,67267,131798,108966,61833,36775,31395,44440,52399,65370,64117,72226,78488,67267,131798,108966,61833,36775,31395,44440,52399,65370,64117,1,1,1,1,1,1,1,1,1,1,1,1,36113,39244,33634,65899,54483,30917,18388,15698,22220,26200,32685,32059,36113,39244,33634,65899,54483,30917,18388,15698,22220,26200,32685,32059,3175,3450,2957,5793,4790,2718,1616,1380,1953,2303,2873,2818,815074,815074,407540,407540,35826,2017
9347,57079,N,,Milford Wind Corridor I LLC,"First Wind O&M, LLC",59155,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,478026,521493,376498,272631,292126,368345,248622,250115,247470,240036,467486,313915,478026,521493,376498,272631,292126,368345,248622,250115,247470,240036,467486,313915,51886,56604,40866,29592,31708,39981,26986,27148,26861,26054,50742,34073,0,0,4076763,4076763,442501,2017
9375,57107,N,,Milford Wind Corridor Stage II LLC,Milford Wind Corridor Stage II LLC,56409,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,WT,WND,WND,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250927,244924,180103,129328,139293,175964,116207,117869,116448,114136,220068,147944,250927,244924,180103,129328,139293,175964,116207,117869,116448,114136,220068,147944,27236,26585,19549,14038,15119,19100,12613,12794,12640,12389,23887,16058,0,0,1953211,1953211,212006,2017
9578,57353,N,,Thermo No 1,Thermo No 1 BE 01 LLC,56694,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,BT,GEO,GEO,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47840,45910,51258,49261,45301,35426,47786,47112,42891,46975,45309,82489,47840,45910,51258,49261,45301,35426,47786,47112,42891,46975,45309,82489,5193,4983,5564,5347,4917,3845,5187,5114,4656,5099,4918,8954,0,0,587558,587558,63775,2017
10080,57899,N,,Hurricane City Power,Hurricane City Power,9128,UT,MTN,WECC,,22,1,Electric Utility,IC,DFO,DFO,,,barrels,6,5,8,10,9,4,4,5,5,5,5,5,6,5,8,10,9,4,4,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,37,31,50,62,56,25,25,31,31,31,31,31,37,31,50,62,56,25,25,31,31,31,31,31,4,2,4,5,5,2,2,2,3,3,2,3,71,71,441,441,38,2017
10081,57899,N,,Hurricane City Power,Hurricane City Power,9128,UT,MTN,WECC,,22,1,Electric Utility,IC,NG,NG,,,mcf,2568,1415,1165,1138,1253,1783,2534,2983,1756,1002,1180,1960,2568,1415,1165,1138,1253,1783,2534,2983,1756,1002,1180,1960,1,1,1,1,1,1,1,1,1,1,1,1,2825,1557,1282,1252,1378,1961,2787,3281,1932,1102,1298,2156,2825,1557,1282,1252,1378,1961,2787,3281,1932,1102,1298,2156,246,136,112,109,120,171,243,286,168,96,113,188,20737,20737,22811,22811,1986,2017
10202,58006,N,,Salt Palace Solar Gen Plant,Wasatch View Solar LLC,57383,UT,MTN,WECC,,22,2,NAICS-22 Non-Cogen,PV,SUN,SUN,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,854,1262,1889,2075,2473,2704,2014,1931,1726,1815,1249,1143,854,1262,1889,2075,2473,2704,2014,1931,1726,1815,1249,1143,93,137,205,225,268,293,219,210,187,197,136,124,0,0,21135,21135,2294,2017
