YEAR,STATE,TYPE OF PRODUCER,ENERGY SOURCE,CONSUMPTION for ELECTRICITY
2016,OH,"Combined Heat and Power, Commercial Power",Coal,0
2016,OH,"Combined Heat and Power, Commercial Power",Natural Gas,1050694
2016,OH,"Combined Heat and Power, Commercial Power",Petroleum,811
2016,OH,"Combined Heat and Power, Electric Power",Coal,0
2016,OH,"Combined Heat and Power, Electric Power",Natural Gas,814522
2016,OH,"Combined Heat and Power, Electric Power",Other Gases (Billion Btu),2460
2016,OH,"Electric Generators, Independent Power Producers",Coal,20341135
2016,OH,"Electric Generators, Independent Power Producers",Natural Gas,152997667
2016,OH,"Electric Generators, Independent Power Producers",Petroleum,2435846
2016,OH,"Electric Generators, Electric Utilities",Coal,8715700
2016,OH,"Electric Generators, Electric Utilities",Natural Gas,55135173
2016,OH,"Electric Generators, Electric Utilities",Petroleum,135667
2016,OK,Total Electric Power Industry,Coal,12374833
2016,OK,Total Electric Power Industry,Natural Gas,278282565
2016,OK,Total Electric Power Industry,Petroleum,32013
2016,OK,"Combined Heat and Power, Industrial Power",Coal,205162
2016,OK,"Combined Heat and Power, Industrial Power",Natural Gas,1319978
2016,OK,"Combined Heat and Power, Industrial Power",Petroleum,1092
2016,OK,"Combined Heat and Power, Commercial Power",Natural Gas,11
2016,OK,"Combined Heat and Power, Commercial Power",Petroleum,0
2016,OK,"Combined Heat and Power, Electric Power",Coal,1193129
2016,OK,"Combined Heat and Power, Electric Power",Natural Gas,1476207
2016,OK,"Electric Generators, Independent Power Producers",Natural Gas,81444062
2016,OK,"Electric Generators, Electric Utilities",Coal,10976542
2016,OK,"Electric Generators, Electric Utilities",Natural Gas,194042307
2016,OK,"Electric Generators, Electric Utilities",Petroleum,30921
2016,OR,Total Electric Power Industry,Coal,1124563
